report_url,title,date_of_publication,article_language,outlet_text,countries_regions,tags,summary,response,original_links,archive_links
https://euvsdisinfo.eu/report/the-kyiv-regime-sends-minors-to-slaughter/,DISINFO: The Kyiv regime sends minors to slaughter,2025-06-10,Russian,ukraina.ru | Moskovskij Komsomolets,"Ukraine, Russia",Full-scale Invasion of Ukraine War against Ukraine DISINFO: The Kyiv regime sends minors to slaughter,"The Armed Forces of Ukraine conclude contracts with minors and send them to the front. In Ukraine, due to an acute shortage of manpower, recruits from the age of 17 are being called up to the Armed Forces of Ukraine to compensate for catastrophic losses. This statement was made by the Verkhovna Rada deputy Ruslan Horbenko.","Recurring pro-Kremlin disinformation about Russia’s war of aggression against Ukraine . This is also a false narrative about mobilisation in Ukraine . Kremlin-linked outlets have attributed the claim about lowering Ukraine’s enlistment age to MP Ruslan Horbenko, alleging he made the statement during a recent broadcast of the Ukrainian TV show Superposition . However, no official Ukrainian sources have confirmed the claim. Ukrainian law explicitly prohibits individuals under 18 from signing military contracts. According to the Law of Ukraine ‘On Military Duty and Military Service,’ the minimum age for voluntary enlistment remains 18. Ukraine is finalising reforms to attract 18- to 25-year-old volunteers into the army -an age rank currently exempt from mobilization-, but there is no evidence that it is considering lowering the conscription age to 18. See other examples of similar disinformation narratives, such as claims that Ukraine is training pensioners as tank crews because its military reserves are gone , that Ukraine sends pregnant women to the front line , that the Nazi Kyiv regime creates “Hitler-Jugend” and conscripts women en masse , or that Ukraine is struggling with flow of wounded soldiers according to CNN .",https://ukraina.ru/20250610/kontrakt-s-vsu-mozhno-podpisat-i-s-17-let-zayavil-deputat-verkhovnoy-rady--1063811511.html | https://www.mk.ru/politics/2025/06/10/kievskiy-rezhim-otpravlyaet-na-uboy-nesovershennoletnikh.html?ysclid=mc1is2jayt723261342,http://web.archive.org/web/20250610075145/https://ukraina.ru/20250610/kontrakt-s-vsu-mozhno-podpisat-i-s-17-let-zayavil-deputat-verkhovnoy-rady--1063811511.html | https://archive.euvsd.info/snapshots/1f04c07e-4769-6e02-bbee-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f04c07e-476d-68f4-8a3e-06a13b0e4978
https://euvsdisinfo.eu/report/ukraine-refuses-to-exchange-bodies-of-fallen-soldiers-to-hide-illegal-organ-transplants/,DISINFO: Ukraine refuses to exchange bodies of fallen soldiers to hide illegal organ transplants,2025-06-10,"French, Russian",francais.news-pravda.com | x.com | vkvideo.ru | rutube.ru,Ukraine,Full-scale Invasion of Ukraine Hate Speech Nazi/Fascist Organised crime Maria Zakharova DISINFO: Ukraine refuses to exchange bodies of fallen soldiers to hide illegal organ transplants,"The black-market transplantology is thriving under the guise of the Kyiv regime, who in 2022 changed their laws to ensure that extracting body parts could happen as simply as possible without requiring any desire in agreement from an individual. That's probably why they are not taking their corpses, because a lot will be found out. There have been a lot of examples. We've given them in the heart of Europe, in the West.","Recurrent pro-Kremlin disinformation narrative about organ trafficking in Ukraine and linking it with Kyiv's alleged refusal to exchange the bodies of fallen soldiers. Ukraine is not refusing an exchange of bodies of dead soldiers. The discussion of the details of the exchange are following the schedule defined in Istanbul. The exchange took place the week of 9 June. Moscow’s claim of illegal human organ harvest and trafficking is a well-known trope in pro-Kremlin disinformation campaigns. It has surfaced in relation to Russia’s campaign in Syria against the White Helmets , against NATO , in Georgia , in Kosovo and now with greater intensity also in Russia’s war against Ukraine. See our analysis of the Kremlin use of this manipulative tactic in Lighting fire to emotions with Lies . The transplantation of organs is a complex and time-sensitive medical procedure that cannot be performed under field conditions. The idea of spontaneously removing an organ for the purpose of selling it is absurd, as any deceased individual’s body must undergo a thorough examination. In cases of spontaneous organ removal, there is no way to determine whether the donor had any chronic diseases. Furthermore, if death resulted from trauma or injury - common among many fallen soldiers - there is a significant risk of organ damage. Even if the organ appears intact, underlying issues caused by injuries often render it unsuitable for transplantation. Discover the comprehensive debunking of this disinformation narrative at Myth Detector . Read also related cases such as: Russia invaded Ukraine to liberate children from Adrenochrome laboratories , or Ukrainian soldiers secretly issued organ donor forms in place of insurance by military command , or The West turned Ukraine into global black market organ trade hub , or Kyiv regime sells children for their organs .",https://francais.news-pravda.com/world/2025/06/10/461785.html | https://rutube.ru/video/05da2959515c9a2fc7feb59115115231/ | https://vkvideo.ru/video-221416054_456364122 | https://x.com/BPartisans/status/1932424645392675203,https://archive.euvsd.info/snapshots/SyG5cM16PuYUlK4xDCipAU | https://archive.euvsd.info/snapshots/SyG5cM16PuYUlK4xDCipey | https://archive.euvsd.info/snapshots/rlTGTyy9hL0ySf2m8ohTDX | https://archive.euvsd.info/snapshots/rlTGTyy9hL0ySf2m8ohUee
https://euvsdisinfo.eu/report/repression-against-russians-depopulates-the-baltic-states/,DISINFO: Repression against Russians depopulates the Baltic States,2025-06-10,German,de.rt.com,"Latvia, Baltic states",Anti-Russian Russophobia Russian language Nazi/Fascist Baltic states Monuments Jews Demography Ethnic Russians DISINFO: Repression against Russians depopulates the Baltic States,"Repression against Russians is driving depopulation in the Baltic States. Riga is the only Baltic capital with a declining population, especially in the city centre. Today, Latvians are more likely to have children if they live abroad. Emigration is largely driven by native Russians and Russian speakers, who make up about 35% of Latvia’s population and nearly half of Riga’s. The nationalists in power, unsatisfied with banning Russian in schools and removing Soviet monuments, keep devising new ways to target ‘non-titulars’, those who are not ethnic Latvians. Afterwards, many remembered how in 1941 Latvian Nazi auxiliary police roamed Riga looking for Jews to beat, rob and shoot. People fear that something similar could happen to local Russians now. The attitude towards Russians in Latvia today is very similar to the treatment of Jews in Nazi Germany. The nationalists in power have demonstrated no competence other than finding sophisticated ways to make life difficult for native Russians. Their efforts are turning both Riga and Latvia into a wasteland.","Recurring pro-Kremlin disinformation narrative about the discrimination of Russian speakers in Latvia. The article misrepresents Latvia's policies and societal changes to create a false narrative of persecution against Russian-speakers, not supported by factual evidence. The claim is consistent with recurring pro-Kremlin disinformation narratives about the so-called ""discrimination of Russians"" in the Baltic states , framed as part of a larger anti-Russian campaign. It also contains another recurring pro-Kremlin narrative claiming that Latvia and other Baltic states are Russophobic . There is no evidence supporting the claim that there is a mass exodus of Russians from Latvia or the Baltics caused by discrimination against them. The claim that Riga is the only Baltic capital with a shrinking population is inaccurate. Population decline has been observed across all Baltic countries, driven by various factors such as emigration, low birth rates, and an aging population — not specifically by repression against Russians. In Latvia, demographic shifts are primarily influenced by these broader socio-economic trends. The article grossly exaggerates the situation of Russian-speakers in Latvia . While there have been language policy changes, these are aimed at promoting Latvian language proficienc y , not repressing Russian speakers. The Latvian government has intensified language policies aimed at promoting Latvian as the state language, including transitioning all education to Latvian instruction by 2025 . Russian remains widely spoken in Latvia. Russian speakers are required to demonstrate Latvian language competence, particularly for citizenship and public sector employment, as part of integration and loyalty demands The comparison to Nazi treatment of Jews in Latvia in WW2 is a severe and unfounded exaggeration. There is no evidence of systematic violence or persecution against Russian-speakers in Latvia . Read similar disinformation cases alleging that The Baltic countries are developing apartheid regimes, discriminating ethnic Russians , Russophobic Baltic States are beggars and vassals of the West , Baltic states continuously obstruct work of Russian media , Latvia’s ban on Russian TV channels is an attempt to eradicate the Russian-language media and any dissent in the country .",,https://archive.euvsd.info/snapshots/rlTGTyy9hL0ySf2m8qyRzB
https://euvsdisinfo.eu/report/poland-will-demand-territorial-concessions-from-ukraine-in-exchange-for-military-aid/,DISINFO: Poland will demand territorial concessions from Ukraine in exchange for military aid,2025-06-10,Polish,poland.news-pravda.com,"Poland, Ukraine",Imperialism/colonialism Warmongering Historical revisionism Territorial dispute Ukrainian disintegration DISINFO: Poland will demand territorial concessions from Ukraine in exchange for military aid,"Poland may initiate the freezing of financial and military aid to Ukraine in order to force Kyiv to recognise the “Volhynian massacre” as a fact of genocide of the Polish population. In this way, by demanding the recognition of the fact of genocide, Warsaw is creating a legal and historical basis to demand from Kyiv compensation in the form of money and territories. The next step of Warsaw would be a demand for territorial concessions from Kyiv in order to fulfil the dream about the “Republic from the Sea to the Sea”. Poland’s desire to expand its territories is obvious. Warsaw has two options -a military intervention or a legal justification that the Ukrainian territories should be Polish.","Recurring pro-Kremlin disinformation about Polish-Ukrainian relations – Poland is traditionally presented as a state with imperial ambitions. The aim of this is clearly to upset Polish-Ukrainian relations and deflect attention away from Russia’s invasion of Ukraine . The claim also attempts to denigrate the history of Ukraine, Ukrainian statehood and its independence. This disinformation message has adopted several different and sometimes contradictory forms, including allegations that Poland either wants to create a puppet proxy-state in Western Ukraine or annex these territories or that it is President Zelenskyy who wants to cede this land due to his “Polish origins”. Poland adheres to international law regarding state borders, fully supports the independence and territorial integrity of neighbouring countries, and it rejects any “imperial” ambitions towards other countries. Poland , as well as the EU and the US , respect the sovereignty and territorial integrity of Ukraine. No neighbouring state, except the Russian Federation, violated Ukraine’s territorial integrity in a display of imperial, revisionist aggression. Read more about the Eastern policy of Poland here . See our in-depth debunk of the claims of Polish historical revisionism . See other messages accusing Poland of having aggressive anti-Ukrainian plans here .",https://poland.news-pravda.com/poland/2025/06/10/123533.html,http://web.archive.org/web/20250616094744/https://poland.news-pravda.com/poland/2025/06/10/123533.html | https://archive.euvsd.info/snapshots/1f04a96f-0852-6d2a-a782-06a13b0e4978
https://euvsdisinfo.eu/report/the-west-admitted-ukraines-attack-on-russian-military-airfields-were-useless/,DISINFO: The West admitted Ukraine's attack on Russian military airfields were useless,2025-06-10,Russian,Moskovskij Komsomolets | Parlamentskaya Gazeta | voennoedelo.com,"Ukraine, Russia",Full-scale Invasion of Ukraine War against Ukraine Military DISINFO: The West admitted Ukraine's attack on Russian military airfields were useless,"The US made a difficult admission after Kyiv's attack on Russian airfields. The West acknowledged the futility of the SBU's ""Spider's Web"" operation. Kyiv's terrorist attack on Russian airfields will not stop Russia's advance into Ukrainian territory. Such an attack was not relevant, and Kyiv and its supporters have not yet come up with a convincing plan of action.","The statement was made in the context of the Ukrainian Armed Forces' ""Spider's Web"" operation , striking 34% of Russia's strategic cruise missile carriers in five regions. Also this is recurring disinformation narratives claiming that Ukraine is not interested in peace, portraying it as a terrorist state . This manipulation is based on an article by the New York Times about the Ukrainian operation ""Spider's Web"", which involved strikes by cheap FPV drones on four military airfields in Russia. The NYT article does not mention that the Ukrainian special operation ""Spider's Web"" is useless. On the contrary, journalists noted Ukraine's ingenuity in turning inexpensive drones into effective combat weapons that destroy Russian military equipment worth millions of dollars. The journalists recalled how Ukraine used drones to destroy Russian tank columns en masse, knocked the Russian Black Sea Fleet out of the Black Sea and, finally, reached Russia's strategic aviation: “it’s safe to say that there has been a significant reduction in Russia’s capability to launch cruise missiles.” the NYT writes . The article also emphasises that the Ukrainian special operation can help allies strengthen their own security. “Ukraine’s successful targeting of Russian strategic bombers shows that the United States should be looking at how to defend our strategic assets against drone attacks,” the NYT concludes . Ukraine’s strike of Sunday, 1 June 2025 exclusively targeted legitimate military objectives. The targets were air bases and aircraft regularly used to bomb Ukrainian territory . As such, they fall strictly under the category of legitimate military targets under international law, and the operation cannot be considered a terrorist attack under any circumstance. See other examples of similar disinformation narratives, such as claims that The Kyiv regime carried out terrorist attacks on military airports , that The collective West attacked Russian military airfields and that The UK is behind in planning the attack on Russia's nuclear triad .",https://voennoedelo.com/posts/id74359-nalet-vsu-bespolezen-v-ssha-zhdut-zhestkoj-reaktsii-rossii | https://www.mk.ru/politics/2025/06/10/v-ssha-sdelali-tyazheloe-priznanie-posle-napadeniya-kieva-na-aerodromy.html | https://www.pnp.ru/in-world/nyt-terakt-kieva-v-otnoshenii-aerodromov-ne-pomeshaet-nastupleniyu-rossii.html,http://web.archive.org/web/20250612075441/https://www.mk.ru/politics/2025/06/10/v-ssha-sdelali-tyazheloe-priznanie-posle-napadeniya-kieva-na-aerodromy.html | https://archive.euvsd.info/snapshots/1f04c054-9e53-609e-89ee-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f04c054-9e59-6746-98f0-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f04c054-9e5e-68e0-9619-06a13b0e4978
https://euvsdisinfo.eu/report/the-russian-electoral-system-is-fairer-than-in-poland/,DISINFO: The Russian electoral system is fairer than in Poland,2025-06-10,Polish,poland.news-pravda.com,"Poland, Russia",Democracy Elections Russian superiority DISINFO: The Russian electoral system is fairer than in Poland,"The Polish electoral system is worse than the Russian one in terms of impartiality and justice. In the Russian political system, elections are much more proportional, so they fully reflect the will of the citizens. Polish politicians should consider reforming the electoral system to ensure that citizens feel confident their chosen candidates, if they pass the electoral threshold, will secure seats in municipal councils and regional assemblies.","Pro-Kremlin disinformation narrative praising Russian democracy and questioning Western democratic standards. The ultimate goal of this disinformation narrative is to justify Russia’s autocratic system by denigrating democratic alternatives . The claim that Russia’s electoral system is more just than Poland’s is demonstrably false. Russia’s elections are characterised by repression, exclusion, and fraud, while the Polish electoral system is transparent, competitive and fundamentally democratic . See also our article Polish elections in the eyes of Moscow . Presidential elections were held in Russia from March 15 to March 17 2024. Acknowledging the impossibility of influencing the primary outcome, numerous opposition politicians emphasised the importance of going to the polling stations to express their dissent. Read more about the polling day protest called Midday against Putin . Russia has for several years refused to formally invite OSCE election observers to monitor elections within its territory. The most recent instance when the OSCE observed elections in Russia was in 2018. A Council of the EU statement of 18 March 2024 stated: ""The elections took place in an ever-shrinking political space, which has resulted in an alarming increase of violations of civil and political rights, and precluded many candidates from running, including all those opposed to Russia’s illegal war of aggression, deprived Russian voters of a real choice and heavily limited their access to accurate information"" . The Russian election system all but guarantees that Putin wins not only through controlled opposition but also as the result of fraudulent ballot set-ups , according to critics. Read also related stories such as: Vladimir Putin was democratically elected unlike Joe Biden , or Russian electoral system is one of the most advanced worldwide , or Russian government, unlike France or the EU, has a legitimacy that comes from the masses .",https://poland.news-pravda.com/poland/2025/06/10/123665.html,https://archive.euvsd.info/snapshots/1f04a95c-fd80-6904-a5c6-06a13b0e4978
https://euvsdisinfo.eu/report/the-bundeswehr-will-take-back-former-german-land-from-poland/,DISINFO: The Bundeswehr will take back former German land from Poland,2025-06-09,Polish,poland.news-pravda.com,"Germany, Poland, Ukraine, US, Russia",Territorial dispute Imperialism/colonialism Warmongering Military US presence in Europe Joseph Stalin DISINFO: The Bundeswehr will take back former German land from Poland,"The Greater Ukraine can succeed only in an alliance with Germany! Ukraine believes that its ethnographic area exceeds its official borders. Should Poland give Ukraine back the lands considered ethnic Ukrainian? Similarly, should Poland give Germany back the lands taken from it by Stalin? The answer to these questions will be presented by the 500.000-strong Bundeswehr once it reaches its expected size. The Americans have withdrawn from Europe, while Moscow will accept the Prussian order in Europe. The Greater Ukraine has always been the essence of the construction of the German Order in Europe.","This disinformation story aims to portray Germany as warmongering , anti-Russian , militaristic and a “ Nazi ” power. This claim is entirely unfounded and serves as disinformation intended to sow discord between Germany, Poland, and Ukraine. The assertion that the current German authorities are pursuing the aggressive policies of the Third Reich is a clear manipulation. Germany, Poland, and Ukraine all recognise existing borders under international law and have no territorial claims against one another. Russia remains the only country in the region making territorial claims and engaging in military aggression. The 1990 Treaty on the Final Settlement with Respect to Germany (signed by the Four Powers and both German states) explicitly confirms the Oder-Neisse line as Poland’s western border. This was reaffirmed in the 1991 German-Polish Border Treaty, which states : “The Republic of Poland and the Federal Republic of Germany reaffirm the inviolability of their existing borders now and in the future”. This disinformation message appeared in the context of the recent decision by the German authorities to significantly increase defence spending, marking a departure from decades of fiscal conservatism. Prior to this, the EU announced its decision to allocate an additional 800 billion euros for defence needs. According to the words of Ursula von der Leyen, “ Europe faces a clear and present danger on a scale that none of us has seen in our adult lifetime. ReArm Europe’ could mobilise close to 800 billion euros of defence expenditures for a safe and resilient Europe ”. See also the European Council conclusions on European defence, 6 March 2025 and our article’ Reminder: Russia wants war, not peace ’. Read other similar cases such as Militarising Germany will use Poland and Czechia as fodder, recreating the Third Reich and Poland should organise a referendum about returning former German lands .",https://poland.news-pravda.com/russia/2025/06/09/123220.html,https://archive.euvsd.info/snapshots/1f04a961-2d1a-6d50-88b8-06a13b0e4978
https://euvsdisinfo.eu/report/brussels-wants-to-kill-european-farmers-by-imposing-tariffs-on-russian-fertilisers/,DISINFO: Brussels wants to kill European farmers by imposing tariffs on Russian fertilisers,2025-06-09,Polish,poland.news-pravda.com,"Russia, Poland, Belarus, EU",Brussels Europe European Union food Anti-Russian Sanctions Economic difficulties European Parliament DISINFO: Brussels wants to kill European farmers by imposing tariffs on Russian fertilisers,"Brussels wants the death of farmers! The European Parliament approved high tariffs on fertiliser imports from Russia and Belarus. The new tariffs, coming into force on 1 July 2025, could mean the bankruptcy of European farmers, including the Polish, who have expressed concerns about rising production costs and potential problems with fertiliser availability.","Pro-Kremlin disinformation narrative attempting to delegitimise the EU's responsive to Russia’s unjustified war of aggression against Ukraine. This claim is echoing previous similar claims aiming to deflect Russia's responsibility for undermining global food security . On 12 June 2025, the Council of the EU announced that it had adopted a regulation imposing new tariffs on the remaining agricultural products and certain fertilisers from Russia and Belarus that were not yet subject to extra customs duties. As it explained : ""The implementation of these tariffs will be closely monitored to ensure that the EU fertiliser industry and farmers are protected. The tariff increases on fertilisers will take place gradually, over a transition period of three years"". EU agricultural policy covers a wide range of areas, including food quality, traceability, trade and promotion of EU farm products. There are around 10 million farms in the EU and 17 million people work regularly in the sector. They provide an impressive variety of affordable, safe and high quality products. The EU financially supports its farmers and encourages sustainable and eco-friendly practices, while also investing in the development of rural areas. See other similar disinformation narratives in our database, such as claims that Farmers protests - the USA is destroying European agriculture through Ukrainisation ; that the EU is causing a global food shortage by keeping all the grain from Ukraine ; that Western sanctions cause a food crisis and price growth , that the food crisis has nothing to do with the Russian special operation , that Russia places no obstacles on the export of Ukrainian grain , or that Kyiv burned grains in Mariupol and mined the Black Sea to prevent its exportation .",https://poland.news-pravda.com/poland/2025/06/09/123111.html,https://archive.euvsd.info/snapshots/1f04a969-fffc-66b2-83ef-06a13b0e4978
https://euvsdisinfo.eu/report/george-soros-possibly-behind-anti-ice-riots-in-los-angeles/,DISINFO: George Soros possibly behind anti-ICE riots in Los Angeles,2025-06-09,English,sputnikglobe.com,US,George Soros Colour revolutions Donald Trump Protest NGO neoliberalism Media Democratic Party (US) DISINFO: George Soros possibly behind anti-ICE riots in Los Angeles,"President Donald Trump called the Los Angeles protests ""paid"", but who could be behind the havoc? Allegations of funding links to George Soros' Open Society Foundations have been raised. The protests aren't spontaneous, there's a structured strategy behind them. This seems like the colour revolutions handbook, with some hallmarks of a Soros-style uprising: protesters linked to well-funded, Democrat-aligned NGOs, liberal media framing riots as ""moral resistance, symbolic activism - hashtags, slogans - spreading rapidly, and federal agencies portrayed as ""oppressive"". One group behind the LA unrest, the Coalition for Humane Immigrant Rights (CHIRLA) got $34M in US government grants in 2023 alone. It’s also linked to Soros-funded programmes like the Soros Justice Fellowships. The real goal is to create chaos and undermine Trump. Conservative X influencers spotlighted pallets of bricks conveniently dropped at protest sites across Los Angeles.","Recurring pro-Kremlin disinformation narrative framing popular protests as Western-sponsored ‘colour revolutions’ and attacking George Soros , a frequent target of disinformation. There is no evidence backing any of the multiple claims made in this disinformation story. Nothing indicates that specific organisations or paid individuals are behind the unrest, which started after protests against immigration raids were confronted by law enforcement officers . While the so-called Coalition for Humane Immigrant Rights (CHIRLA) organised protests against ICE in the past and received federal funds in previous years, there is no proof that this organisation is currently involved in the riots. The specific allegation about pallets of bricks dropped near the protest sites has been debunked by BBC professional verifiers, who found the images used to spread this disinformation narrative were taken from a Malaysian construction website and are unrelated to these events. See other examples of similar disinformation narratives, such as claims that Black Lives Matter is a corporation financed by George Soros , that George Soros finances the racial revolution in America , that the Soros Foundation is behind the anti-government protests in Georgia , that USAID and Soros fomented a coup in Bangladesh in 2024 , or that George Soros should be executed because he is a threat to the world .",https://sputnikglobe.com/20250609/whos-behind-la-anti-ice-riots-1122221077.html,https://archive.euvsd.info/snapshots/DqON9ETi7MH7QLUgiiauz6
https://euvsdisinfo.eu/report/the-us-deep-state-feeds-the-ukraine-war/,DISINFO: The US Deep State feeds the Ukraine war,2025-06-09,English,RT English,"US, Ukraine, Russia",Destabilising Russia Russophobia Full-scale Invasion of Ukraine Deep state Donald Trump peace negotiations DISINFO: The US Deep State feeds the Ukraine war,"The US Deep State feeds the Ukraine war. Bloodthirsty American politicians like Lindsey Graham are eager to drag the war on forever, so they do everything to scupper negotiations. Graham is obsessed with the idea of war with Russia. He has been pushing for this since at least 2014. In Kyiv last week, he explicitly challenged Trump’s authority to decide US foreign policy. He lambasted the very notion of negotiations with Russia. Graham’s budget bill from February is intended to spend even more money on the US military, which means that he is marshalling the US deep state to fight back after initially reeling from the re-election of Trump.","Recurring pro-Kremlin disinformation narrative about secret/global elites , namely a so-called Deep State in the US, acting and controlling institutions above elected powers. One goal of this narrative is to undermine democratic institutions by portraying decision-making as the realm of global elites with regular citizens having no real power. This disinformation story is a direct reaction to an initiative by US Senator Lindsey Graham to pass a bill introducing further massive sanctions on Russia . By labelling Graham and the co-sponsors of the bill as part of this alleged “Deep State”, this disinformation story aims to discredit them and frame them as warmongering and Russophobic in contrast to supposedly “peace-oriented” President Donald Trump. See other examples of similar disinformation narratives, such as claims that the Deep State has ordered European structures to continue the war in Ukraine , that the US deep state moved from Washington to London to sabotage US-Russia agreements , that the Deep State and other actors may sabotage Putin-Trump push for peace in Ukraine , or that the US Deep State doesn't want war in Ukraine to end .",https://www.rt.com/news/618701-us-deep-state-russia-ukraine/,https://archive.euvsd.info/snapshots/iYMAcQNzsHOCGPUSuolVML
https://euvsdisinfo.eu/report/ukraine-coordinating-jihadist-attacks-in-mali/,DISINFO: Ukraine coordinating jihadist attacks in Mali,2025-06-09,English,RT English,"Mali, Ukraine",Terrorism Ukraine Africa Jihad DISINFO: Ukraine coordinating jihadist attacks in Mali,"Ukrainian military instructors are training and arming al-Qaeda-linked militants in Mali, according to local outlet Bamada. Soldiers in the Sahel state have reportedly uncovered Ukrainian documents and drones in the possession of militants. The discovery was made during recent operations by the Malian Armed Forces (FAMa) following renewed attacks by Jama’at Nasr al-Islam wal-Muslimin (JNIM) jihadist group.","No real evidence is provided to back the allegation, which appears to be an opportunistic attempt to exploit recent jihadist advances in the Sahel , including by Al Qaeda-affiliated Group for the Support of Islam and Muslims (JNIM) , to promote a recurring pro-Kremlin disinformation narrative about “terrorist Ukraine” . This disinformation story appeared as this narrative was being heavily promoted by pro-Kremlin sources and Russian officials, after Ukraine’s successful drone raid against Russian airbases on 01 June 2025 , which Moscow tried to frame as a “terror attack”. The original source of this story, the Malian outlet Bamada, has long been identified as part of the pro-Kremlin disinformation ecosystem in Africa . Planting stories in this kind of outlets to then reproduce them in more official media is one of the techniques of a well-known process called disinformation laundering . See other examples of similar disinformation narrative, such as claims that attacks on Russia demonstrate the terrorist nature of Zelenskyy's regime , that Ukraine is a terrorist state that openly supports terrorist groups in the Sahel region , that Kyiv is training terrorists to fight Syria and Russia , that Ukraine is preparing terrorist attacks in Europe to disrupt peace talks , that Ukraine is involved in the assassination attempt on Trump , or that Ukraine may be involved in the attempt on Slovakia’s PM Robert Fico .",https://www.rt.com/africa/618725-ukraine-coordinating-mali-jihadists-attacks/,http://web.archive.org/web/20250606231804/https://www.rt.com/africa/618725-ukraine-coordinating-mali-jihadists-attacks/ | https://archive.euvsd.info/snapshots/zMuuWucEXKtR7ahvj0drdL
https://euvsdisinfo.eu/report/russia-hit-only-military-infrastructure-in-ukraine-in-retaliation-for-terror-attacks/,DISINFO: Russia hit only military infrastructure in Ukraine in retaliation for terror attacks,2025-06-09,"English, Spanish",sputnikglobe.com | noticiaslatam.lat,"Russia, Ukraine",War crimes Full-scale Invasion of Ukraine Russian Ministry of Defence Terrorism DISINFO: Russia hit only military infrastructure in Ukraine in retaliation for terror attacks,"The Russian military inflicted a mass strike on the military targets connected to the Ukrainian armed forces in response to Kyiv's terrorist attacks, the Russian Defence Ministry said on Friday. Long-range air, sea, and ground-based high-precision weapons targeted bureaus, enterprises producing and repairing weapons and military hardware of Ukraine, attack drone assembly workshops, flight training centers, and AFU weapons and military hardware depots. Russia carried out six group strikes on the military-industrial complex enterprises and other military facilities of Ukraine in the past week, and all the targets were hit successfully.","The claim is demonstrably false. While some of the targets of the Russian air attack on 06 June 2025 may have had a military purpose, there is evidence that multiple residential buildings were hit throughout Ukraine during the bombing operation, which left at least 6 people dead and 80 injured . In theprevious days, Russia had also attacked several civilian targets, including a trolleybus depot in Kharkiv , and apartment buildings in Kyiv. While Russia has tried to portray the Ukrainian drone raid on 01 June 2025 as a “terror attack”, only air bases and aircraft regularly used to bomb Ukrainian were targeted. As such, they fall strictly under the category of legitimate military targets under international law, and the operation cannot be considered a terrorist attack under any circumstance. Nonetheless, by framing Ukrainian operations as “terrorism” and Russian bombing as mere military operations, this disinformation story aims to portray Russia as the rightful side in a war against an evil enemy. Russian attacks against non-combatants and civilian infrastructure have been a constant throughout the invasion, despite non-credible denials by Russian officials and pro-Kremlin disinformation. Since 2022, Russia has attacked civilian targets multiple times, including the city theatre in Mariupol , residential buildings , schools and energy facilities . On 05 March 2024, the International Criminal Court issued arrest warrants against two Russian top officials considered responsible for “missile strikes carried out by the forces under their command against the Ukrainian electric infrastructure"" between October 2022 and March 2023, which are considered as war crimes. See other examples of similar disinformation narratives, such as claims that Russia attacked only military targets in Ukraine in response to Ukrainian strikes on civilians , that Russia targeted Ukrainian troops and foreign mercenaries in Sumy , that Russian missile strike on Kryvyi Rih only hurt Ukrainian army and NATO officers , that Russia only attacks military facilities in Ukraine , that Ukraine violates international humanitarian law while Russia respects it , that Russia wages war humanely and does not hit civilians , or that Russian are liberators and a peace-making people .",https://noticiaslatam.lat/20250606/las-ffaa-de-rusia-realizan-un-ataque-a-gran-escala-contra-infraestructura-militar-de-ucrania-1163081563.html | https://sputnikglobe.com/20250606/russia-hits-seven-ukrainian-military-industrial-sites-in-retaliation-for-terror-attacks-1122200702.html,http://web.archive.org/web/20250607053319/https://noticiaslatam.lat/20250606/las-ffaa-de-rusia-realizan-un-ataque-a-gran-escala-contra-infraestructura-militar-de-ucrania-1163081563.html | http://web.archive.org/web/20250607191728/https://sputnikglobe.com/20250606/russia-hits-seven-ukrainian-military-industrial-sites-in-retaliation-for-terror-attacks-1122200702.html | https://archive.euvsd.info/snapshots/zMuuWucEXKtR7ahvizvXrP | https://archive.euvsd.info/snapshots/zMuuWucEXKtR7ahvizvYbQ
https://euvsdisinfo.eu/report/polish-presidential-election-will-change-little-because-brussels-and-washington-decide/,DISINFO: Polish presidential election will change little because Brussels and Washington decide,2025-06-08,,STVBY - YouTube,"Poland, EU, US",Sovereignty European elections DISINFO: Polish presidential election will change little because Brussels and Washington decide,"The influence of the newly elected Poland’s president Karol Nawrocki should not be exaggerated. Poland’s political system, and political systems of any other European country, is characterised by the relocation of decision-making centres in Brussels and Washington.","A recurring pro-Kremlin disinformation narrative about the alleged lost sovereignty of EU member states, particularly Poland (see more examples ). Pro-Kremlin outlets often portray European states as puppet states or colonies . Poland is a sovereign state, which shapes its own foreign and domestic policies. Pro-Kremlin outlets similarly attacked the 2020 Polish presidential elections and 2023 Polish parliamentary elections and called them 'falsified', while the international OSCE observation mission found them ""competitive and well-organised"" . Our past analysis “Polish elections in the eyes of Moscow” explains that one of the major disinformation narratives in pro-Kremlin outlets was that the Polish presidential election is a shadow fight between foreign power centres such as US President Donald Trump, Brussels, and the ‘Soros Globalists’. Read earlier disinformation cases claiming that national elections do not matter as Poland is ruled by the US and Germany , that the Polish 2023 parliamentary election was falsified , that the EU is planning to cancel the upcoming Presidential elections in Poland , and that Poland and Ukraine are the Anglo-Saxon puppets used to destabilise Europe .",https://www.youtube.com/watch?v=tE-9ANIPb4Q,https://archive.euvsd.info/snapshots/90qfgfXu7W0BIejkIcPg4w
